REQ_SERIAL,RISUID,reson  bik,tavalod,tahol,ttakafol,basavad-bisavad,RQ_RLDATE,elat-gath,RISUID,edu,mablag,age,label 
2.57E+12,43274568,2,13610430,2,4,1,,1,43274568,14,8121660,36,1
2.57E+12,43275994,2,13610401,2,2,1,,1,43275994,14,9299310,36,1
2.57E+12,43437478,2,13620431,2,0,1,,1,43437478,20,8121660,35,1
2.57E+12,43411740,2,13450517,2,4,1,,1,43411740,12,11170449,52,1
2.57E+12,43411740,2,13450517,2,4,1,,1,43411740,12,4871250,52,1
2.57E+12,43411740,2,13450517,2,3,1,,1,43411740,12,11170449,52,1
2.57E+12,43411740,2,13450517,2,3,1,,1,43411740,12,4871250,52,1
2.57E+12,24807708,2,13450702,2,1,1,,1,24807708,13,9299310,52,1
2.57E+12,43268870,12,13370101,2,2,1,,1,43268870,12,9299310,60,1
2.57E+12,55717565,1,13530607,2,2,1,13,1,55717565,,2196000,44,1
2.57E+12,21750644,2,13581008,2,0,1,,1,21750644,17,11112690,38,1
2.57E+12,43445497,2,13701122,1,0,1,,1,43445497,19,8121660,26,1
2.57E+12,38008438,1,13420602,2,3,1,13,1,38008438,13,2196000,55,1
2.57E+12,10483667,1,13650601,2,2,1,,1,10483667,17,8356418,32,1
2.57E+12,43284005,2,13500405,2,4,1,,1,43284005,13,4871250,47,1
2.57E+12,43372715,1,13630127,2,2,1,,1,43372715,17,9299310,34,1
2.57E+12,14124248,12,13571125,2,1,1,,1,14124248,14,9299310,39,1
2.57E+12,43272813,2,13260301,2,1,2,,1,43272813,,3303000,71,1
2.57E+12,43266180,12,13320811,2,1,1,,1,43266180,12,8121660,64,1
2.57E+12,43417677,5,13490303,2,1,1,,1,43417677,13,8121660,48,1
2.57E+12,24804766,1,13390102,2,4,2,13,1,24804766,13,11112690,58,1
2.57E+12,24804766,1,13390102,2,4,2,13,1,24804766,13,2196000,58,1
2.57E+12,24804766,6,13390102,2,4,1,,1,24804766,13,11112690,58,1
2.57E+12,24804766,6,13390102,2,4,1,,1,24804766,13,2196000,58,1
2.57E+12,43261676,2,13420401,2,3,1,,1,43261676,,6089100,55,1
2.57E+12,43444207,2,13701130,2,1,1,,1,43444207,17,8121660,26,1
2.57E+12,43281166,2,13630212,1,0,1,,1,43281166,14,8121660,34,1
2.57E+12,43261605,1,13480107,2,2,1,13,1,43261605,13,2196000,49,1
2.57E+12,24549020,1,13460204,2,4,2,13,1,24549020,12,2196000,51,1
2.57E+12,43411284,2,13570110,2,3,1,,1,43411284,,8121660,40,1
2.57E+12,43418106,1,13590401,2,2,1,13,1,43418106,,2635200,38,1
2.57E+12,43418106,1,13590401,2,2,1,13,1,43418106,,2196000,38,1
2.57E+12,43418106,1,13590401,2,2,1,13,1,43418106,,2635200,38,1
2.57E+12,43418106,1,13590401,2,2,1,13,1,43418106,,2196000,38,1
2.57E+12,42512969,1,13581130,2,1,1,13,1,42512969,,2196000,38,1
2.57E+12,25043383,2,13700211,2,0,1,,1,25043383,17,9299310,27,1
2.57E+12,43443311,2,13700306,2,1,1,,1,43443311,17,8121660,27,1
2.57E+12,43280198,12,13590910,1,0,1,,1,43280198,20,13605636,37,1
2.57E+12,43257472,2,13430718,2,2,1,,1,43257472,14,8121660,53,1
2.57E+12,33251505,2,13620701,2,2,1,,1,33251505,13,9299310,35,1
2.57E+12,43411124,1,13500501,1,0,1,13,1,43411124,,9299310,40,1
2.57E+12,43411124,1,13500501,1,0,1,13,1,43411124,,2196000,47,1
2.57E+12,43411124,6,13570215,2,2,1,,1,43411124,,9299310,40,1
2.57E+12,43411124,6,13570215,2,2,1,,1,43411124,,2196000,47,1
2.57E+12,43271457,2,13620101,2,0,1,,1,43271457,,8121660,35,1
2.57E+12,43919836,2,13570502,2,2,1,,1,43919836,13,4871250,40,1
2.57E+12,43268385,12,13511212,2,3,1,,1,43268385,,9299310,45,1
2.57E+12,43272882,1,13530922,2,2,1,13,1,43272882,19,2635200,43,1
2.57E+12,43282831,12,13480418,2,3,1,,1,43282831,14,9299310,49,1
2.57E+12,74512162,12,13620616,2,0,1,,1,74512162,13,9299310,35,1
2.57E+12,43442255,2,13431121,2,0,1,,1,43442255,14,9299310,53,1
2.57E+12,43269312,12,13550306,2,3,1,,1,43269312,17,10319988,42,1
2.57E+12,43280433,2,13661224,1,0,1,,1,43280433,14,8121660,30,1
2.57E+12,43264040,2,13470512,2,2,1,,1,43264040,13,11112690,50,1
2.57E+12,13580189,2,13610401,2,2,1,,1,13580189,13,8121660,36,1
2.57E+12,43286967,12,13480908,2,2,1,,1,43286967,12,9299310,48,1
2.57E+12,43277942,12,13481103,2,3,1,,1,43277942,13,9299310,48,1
2.57E+12,43281671,12,13650229,2,3,1,,1,43281671,14,9299310,32,1
2.57E+12,43282291,12,13580601,2,3,1,,1,43282291,14,9299310,39,1
2.57E+12,43418989,2,13640426,2,2,1,,1,43418989,13,8121660,33,1
2.57E+12,67551541,1,13400503,2,3,2,13,1,67551541,,3292317,57,1
2.57E+12,12760947,12,13700516,1,0,1,,1,12760947,17,7124250,27,1
2.57E+12,43263831,2,13501207,2,3,1,,1,43263831,14,9299310,46,1
2.57E+12,43278545,1,13600630,1,0,1,13,1,43278545,17,2196000,37,1
2.57E+12,43277003,12,13550205,2,3,1,,1,43277003,13,9299310,42,1
2.57E+12,43276497,1,13591103,2,1,1,13,1,43276497,20,2196000,37,1
2.57E+12,43268411,1,13590703,2,2,1,13,1,43268411,13,2196000,37,1
2.57E+12,43282443,12,13641001,2,2,1,,1,43282443,13,9299310,32,1
2.57E+12,43273027,1,13590601,1,0,1,13,1,43273027,18,2196000,38,1
2.57E+12,43422017,1,13550411,2,2,1,13,1,43422017,20,2196000,42,1
2.57E+12,43414338,1,13540212,2,2,1,13,1,43414338,,2196000,43,1
2.57E+12,43275864,12,13570427,2,2,1,,1,43275864,,11112690,40,1
2.57E+12,43418923,2,13580622,2,2,1,,1,43418923,18,8121660,39,1
2.57E+12,27567004,12,13520320,2,2,1,,1,27567004,14,9299310,45,1
2.57E+12,42418320,2,13640814,2,3,1,,1,42418320,12,9299310,32,1
2.57E+12,43283884,2,13650506,2,1,1,,1,43283884,13,9299310,32,1
2.57E+12,43283884,2,13650506,2,1,1,,1,43283884,13,3897000,32,1
2.57E+12,43283884,2,13650506,2,1,1,,1,43283884,13,9299310,32,1
2.57E+12,43283884,2,13650506,2,1,1,,1,43283884,13,3897000,32,1
2.57E+12,43285439,6,13470724,2,3,1,,1,43285439,13,3030000,49,1
2.57E+12,43277165,2,13650528,2,1,1,,1,43277165,13,3897000,32,1
2.57E+12,43262125,6,13510619,2,4,1,13,1,43262125,,2635200,46,1
2.57E+12,14095220,12,13581201,2,3,1,,1,14095220,17,9299310,38,1
2.57E+12,43268039,2,13580807,2,2,1,,1,43268039,,6089100,38,1
2.57E+12,43271578,1,13540609,2,3,1,13,1,43271578,13,2196000,43,1
2.57E+12,41553827,12,13551219,2,3,1,,1,41553827,14,9299310,41,1
2.57E+12,43265002,1,13420202,2,4,1,13,1,43265002,13,9299310,55,1
2.57E+12,43265002,1,13420202,2,4,1,13,1,43265002,13,2196000,55,1
2.57E+12,43265002,5,13420202,2,2,1,,1,43265002,13,9299310,55,1
2.57E+12,43265002,5,13420202,2,2,1,,1,43265002,13,2196000,55,1
2.57E+12,43283286,2,13581220,1,0,1,,1,43283286,19,4871250,38,1
2.57E+12,20452936,2,13591019,1,0,1,,1,20452936,18,7124250,37,1
2.57E+12,24237739,12,13560223,2,3,1,,1,24237739,13,9299310,41,1
2.57E+12,43266305,1,13580429,2,1,1,13,1,43266305,13,8121660,39,1
2.57E+12,43266305,1,13580429,2,1,1,13,1,43266305,13,2196000,39,1
2.57E+12,43266305,1,13580429,2,1,1,13,1,43266305,13,2196000,39,1
2.57E+12,43266305,1,13580429,2,2,1,13,1,43266305,13,8121660,39,1
2.57E+12,43266305,1,13580429,2,2,1,13,1,43266305,13,2196000,39,1
2.57E+12,43266305,1,13580429,2,2,1,13,1,43266305,13,2196000,39,1
2.57E+12,43266305,2,13580429,2,3,1,,1,43266305,13,8121660,39,1
2.57E+12,43266305,2,13580429,2,3,1,,1,43266305,13,2196000,39,1
2.57E+12,43266305,2,13580429,2,3,1,,1,43266305,13,2196000,39,1
2.57E+12,43266305,1,13580429,2,1,1,13,1,43266305,13,8121660,39,1
2.57E+12,43266305,1,13580429,2,1,1,13,1,43266305,13,2196000,39,1
2.57E+12,43266305,1,13580429,2,1,1,13,1,43266305,13,2196000,39,1
2.57E+12,43266305,1,13580429,2,2,1,13,1,43266305,13,8121660,39,1
2.57E+12,43266305,1,13580429,2,2,1,13,1,43266305,13,2196000,39,1
2.57E+12,43266305,1,13580429,2,2,1,13,1,43266305,13,2196000,39,1
2.57E+12,43266305,2,13580429,2,3,1,,1,43266305,13,8121660,39,1
2.57E+12,43266305,2,13580429,2,3,1,,1,43266305,13,2196000,39,1
2.57E+12,43266305,2,13580429,2,3,1,,1,43266305,13,2196000,39,1
2.57E+12,43273251,1,13550601,2,2,1,13,1,43273251,14,8121660,42,1
2.57E+12,43273251,1,13550601,2,2,1,13,1,43273251,14,2196000,42,1
2.57E+12,43273251,12,13550601,2,3,1,,1,43273251,14,8121660,42,1
2.57E+12,43273251,12,13550601,2,3,1,,1,43273251,14,2196000,42,1
2.57E+12,43283051,2,13540201,2,0,1,,1,43283051,17,6089100,43,1
2.57E+12,43279943,2,13440112,2,3,1,,1,43279943,14,9299310,53,1
2.57E+12,24817997,2,13540401,2,4,1,,1,24817997,13,8121660,43,1
2.57E+12,43286698,12,13571102,2,3,1,,1,43286698,13,9299310,39,1
2.57E+12,43284439,2,13600401,2,2,1,,1,43284439,17,9299310,37,1
2.57E+12,43274637,2,13571110,2,2,1,,1,43274637,13,9299310,39,1
2.57E+12,42404671,1,13591210,2,2,1,,1,42404671,17,3030000,37,1
2.57E+12,43280202,2,13580310,2,3,1,,1,43280202,,6089100,39,1
2.57E+12,43272238,2,13490910,2,3,1,,1,43272238,14,8121660,47,1
2.57E+12,43285368,2,13630505,1,0,1,,1,43285368,14,8121660,34,1
2.57E+12,43275803,2,13610625,2,0,1,,1,43275803,14,9299310,36,1
2.57E+12,43279503,2,13580620,2,2,1,,1,43279503,14,8121660,39,1
2.57E+12,43444528,12,13631101,2,1,1,,1,43444528,14,8121660,33,1
2.57E+12,43272212,1,13491001,2,3,1,13,1,43272212,,2196000,47,1
2.57E+12,43265279,1,13501005,2,4,1,13,1,43265279,14,2196000,46,1
2.57E+12,43265279,1,13501005,2,4,1,13,1,43265279,14,2196000,46,1
2.57E+12,43265279,1,13501005,2,4,1,13,1,43265279,14,2196000,46,1
2.57E+12,43265279,1,13501005,2,4,1,13,1,43265279,14,2196000,46,1
2.57E+12,43252014,2,13260302,2,0,1,,1,43252014,,7124250,71,1
2.57E+12,43286709,12,13541202,2,4,1,,1,43286709,13,9299310,42,1
2.57E+12,43412509,2,13560318,2,3,1,,1,43412509,20,9299310,41,1
2.57E+12,14088642,12,13600826,2,3,1,,1,14088642,14,11112690,36,1
2.57E+12,42043344,2,13560501,2,4,1,,1,42043344,13,9299310,41,1
2.57E+12,43269805,1,13620327,1,0,1,13,1,43269805,,2196000,35,1
2.57E+12,43261331,2,13420407,2,3,1,,1,43261331,,3303000,55,1
2.57E+12,43306609,,13651121,1,0,1,,1,43306609,21,9299310,31,1
2.57E+12,43282550,12,13630808,2,1,1,,1,43282550,13,9299310,33,1
2.57E+12,43263916,2,13480620,2,3,1,,1,43263916,14,8121660,49,1
2.57E+12,43263916,2,13480620,2,3,1,,1,43263916,14,4871250,49,1
2.57E+12,43263916,2,13480620,2,3,1,,1,43263916,14,8121660,49,1
2.57E+12,43263916,2,13480620,2,3,1,,1,43263916,14,4871250,49,1
2.57E+12,43263916,2,13480620,2,3,1,,1,43263916,14,8121660,49,1
2.57E+12,43263916,2,13480620,2,3,1,,1,43263916,14,4871250,49,1
2.57E+12,43263916,2,13480620,2,3,1,,1,43263916,14,8121660,49,1
2.57E+12,43263916,2,13480620,2,3,1,,1,43263916,14,4871250,49,1
2.57E+12,43380308,12,13590515,2,0,1,,1,43380308,20,9299310,38,1
2.57E+12,43264924,1,13510615,2,2,1,13,1,43264924,13,2196000,46,1
2.57E+12,63470865,12,13640226,2,1,1,,1,63470865,20,9299310,33,1
2.57E+12,39904875,6,13670129,2,1,1,,1,39904875,20,9299310,30,1
2.57E+12,42018191,1,13370108,2,4,2,13,1,42018191,12,2196000,60,1
2.57E+12,43271282,6,13500610,2,3,1,,1,43271282,13,9299310,47,1
2.57E+12,43434057,12,13680325,2,0,1,,1,43434057,17,9299310,29,1
2.57E+12,43272734,2,13431126,3,2,1,,1,43272734,17,8121660,53,1
2.57E+12,43272734,2,13431126,3,2,1,,1,43272734,17,3303000,53,1
2.57E+12,43272734,12,13431126,2,1,1,,1,43272734,17,8121660,53,1
2.57E+12,43272734,12,13431126,2,1,1,,1,43272734,17,3303000,53,1
2.57E+12,43272734,2,13431126,3,2,1,,1,43272734,17,8121660,53,1
2.57E+12,43272734,2,13431126,3,2,1,,1,43272734,17,3303000,53,1
2.57E+12,43272734,12,13431126,2,1,1,,1,43272734,17,8121660,53,1
2.57E+12,43272734,12,13431126,2,1,1,,1,43272734,17,3303000,53,1
2.57E+12,43281641,2,13530424,2,0,1,,1,43281641,17,9299310,44,1
2.57E+12,43260740,2,13500810,2,4,1,,1,43260740,13,9299310,46,1
2.57E+12,43271391,2,13580101,3,1,1,,1,43271391,17,9299310,39,1
2.57E+12,43283399,6,13640616,1,0,1,,1,43283399,17,3303000,33,1
2.57E+12,43280613,12,13610507,2,1,1,,1,43280613,21,23144076,36,1
2.57E+12,21138284,1,13410405,2,3,1,13,1,21138284,,2196000,56,1
2.57E+12,43040592,1,13510615,2,2,1,13,1,43040592,,6089100,46,1
2.57E+12,43040592,1,13510615,2,2,1,13,1,43040592,,2196000,46,1
2.57E+12,43040592,2,13510615,2,3,1,,1,43040592,,6089100,46,1
2.57E+12,43040592,2,13510615,2,3,1,,1,43040592,,2196000,46,1
2.57E+12,43272509,2,13450822,2,3,1,,1,43272509,,8121660,51,1
2.57E+12,43287028,12,13640419,2,2,1,,1,43287028,19,11112690,33,1
2.57E+12,43435257,12,13620115,2,3,1,,1,43435257,19,9308963,35,1
2.57E+12,43281664,11,13600115,2,3,1,,1,43281664,17,9299310,37,1
2.57E+12,18043710,12,13470601,2,2,1,,1,18043710,,11112690,50,1
2.57E+12,43267521,1,13510319,2,3,1,13,1,43267521,,2196000,46,1
2.57E+12,43380810,12,13650720,2,1,1,,1,43380810,20,13151444,31,1
2.57E+12,43271625,12,13591030,2,2,1,,1,43271625,14,11112690,37,1
2.57E+12,43271625,12,13591030,2,2,1,,1,43271625,14,9299310,37,1
2.57E+12,43271625,12,13591030,2,2,1,,1,43271625,14,11112690,37,1
2.57E+12,43271625,12,13591030,2,2,1,,1,43271625,14,9299310,37,1
2.57E+12,43276961,12,13420210,2,3,1,,1,43276961,13,11112690,55,1
2.57E+12,43272259,2,13621022,2,2,1,,1,43272259,14,9299310,34,1
2.57E+12,43286928,2,13640530,1,0,1,,1,43286928,14,8121660,33,1
2.57E+12,43275375,2,13560302,2,1,1,,1,43275375,17,6089100,41,1
2.57E+12,43261583,2,13400101,2,3,1,,1,43261583,12,3897000,57,1
2.57E+12,43437851,12,13650917,2,3,1,,1,43437851,17,10602002,31,1
2.57E+12,43279809,12,13571219,1,0,1,,1,43279809,14,8121660,39,1
2.57E+12,43281824,2,13621201,2,0,1,,1,43281824,19,9299310,34,1
2.57E+12,43274692,12,13630630,2,3,1,,1,43274692,14,9299310,34,1
2.57E+12,43442446,12,13670629,2,1,1,,1,43442446,21,9299310,30,1
2.57E+12,22452918,12,13631103,2,2,1,,1,22452918,17,9908306,33,1
2.57E+12,43286069,1,13260502,2,1,1,,1,43286069,12,11112690,71,1
2.57E+12,43432705,12,13621027,1,0,1,,1,43432705,19,8121660,34,1
2.57E+12,43271513,12,13510421,2,2,1,,1,43271513,14,9299310,46,1
2.57E+12,21878243,12,13640101,1,0,1,,1,21878243,19,8121660,33,1
2.57E+12,43407142,1,13540402,2,0,1,13,1,43407142,17,10730078,43,1
2.57E+12,43407142,1,13540402,2,0,1,13,1,43407142,17,2196000,43,1
2.57E+12,43407142,12,13540402,2,4,1,,1,43407142,17,10730078,43,1
2.57E+12,43407142,12,13540402,2,4,1,,1,43407142,17,2196000,43,1
2.57E+12,43432788,12,13410903,2,3,1,,1,43432788,12,9299310,55,1
2.57E+12,41266433,12,13650105,2,1,1,,1,41266433,20,9299310,32,1
2.57E+12,43285022,2,13630630,2,2,1,,1,43285022,17,9174174,34,1
2.57E+12,43285022,2,13630630,2,2,1,,1,43285022,17,3897000,34,1
2.57E+12,43285022,12,13630630,2,3,1,,1,43285022,17,9174174,34,1
2.57E+12,43285022,12,13630630,2,3,1,,1,43285022,17,3897000,34,1
2.57E+12,43306788,12,13671009,1,0,1,,1,43306788,20,9299310,29,1
2.57E+12,14085437,12,13580204,2,3,1,,1,14085437,14,9299310,39,1
2.57E+12,14089805,12,13560610,2,3,1,,1,14089805,17,9299310,41,1
2.57E+12,42503886,1,13360601,2,2,1,13,1,42503886,,2196000,61,1
2.57E+12,43266514,1,13530631,2,3,2,13,1,43266514,13,8657589,44,1
2.57E+12,43266514,1,13530631,2,3,2,13,1,43266514,13,2635200,44,1
2.57E+12,43266514,2,13530631,2,2,1,,1,43266514,13,8657589,44,1
2.57E+12,43266514,2,13530631,2,2,1,,1,43266514,13,2635200,44,1
2.57E+12,43427056,2,13541109,2,2,1,,1,43427056,,11112690,42,1
2.57E+12,43281886,12,13640522,2,2,1,,1,43281886,17,9738438,33,1
2.57E+12,63478711,2,13680926,2,0,1,,1,63478711,20,9299310,28,1
2.57E+12,43257698,1,13350602,2,4,2,13,1,43257698,13,2196000,62,1
2.57E+12,43271455,2,13570702,2,0,1,,1,43271455,17,7124250,40,1
2.57E+12,43282146,12,13620401,2,1,1,,1,43282146,13,9299310,35,1
2.57E+12,43269299,1,13610720,2,1,1,13,1,43269299,,9299310,35,1
2.57E+12,43269299,1,13610720,2,1,1,13,1,43269299,,2196000,35,1
2.57E+12,43269299,12,13610720,2,3,1,,1,43269299,,9299310,35,1
2.57E+12,43269299,12,13610720,2,3,1,,1,43269299,,2196000,35,1
2.57E+12,54814564,2,13610719,2,2,1,,1,54814564,20,28611686,35,1
2.57E+12,43279278,6,13630901,2,3,1,,1,43279278,14,8121660,33,1
2.57E+12,24829437,1,13560610,2,2,2,13,1,24829437,13,2196000,41,1
2.57E+12,33257846,2,13590818,2,3,1,,1,33257846,17,8121660,37,1
2.57E+12,43269352,1,13550101,1,0,1,13,1,43269352,,3303000,42,1
2.57E+12,43269352,1,13550101,1,0,1,13,1,43269352,,2196000,42,1
2.57E+12,43269352,2,13550101,2,1,1,,1,43269352,,3303000,42,1
2.57E+12,43269352,2,13550101,2,1,1,,1,43269352,,2196000,42,1
2.57E+12,43269352,1,13550101,1,0,1,13,1,43269352,,3303000,42,1
2.57E+12,43269352,1,13550101,1,0,1,13,1,43269352,,2196000,42,1
2.57E+12,43269352,2,13550101,2,1,1,,1,43269352,,3303000,42,1
2.57E+12,43269352,2,13550101,2,1,1,,1,43269352,,2196000,42,1
2.57E+12,43419918,12,13570114,2,2,1,,1,43419918,20,9299310,40,1
2.57E+12,42037930,2,13471229,2,3,1,,1,42037930,13,9299310,49,1
2.57E+12,33041376,12,13460503,2,4,1,,1,33041376,12,10176048,51,1
2.57E+12,41717313,2,13570927,2,1,1,,1,41717313,17,9299310,39,1
2.57E+12,43431809,12,13470803,2,2,1,,1,43431809,17,9299310,49,1
2.57E+12,43434960,12,13640630,1,0,1,,1,43434960,20,9299310,33,1
2.57E+12,43414607,1,13570410,2,2,1,13,1,43414607,14,2635200,40,1
2.57E+12,43424841,1,13631218,1,0,1,,1,43424841,17,2196000,33,1
2.57E+12,43437468,12,13651211,2,2,1,,1,43437468,17,9832835,31,1
2.57E+12,43270267,1,13510402,2,4,1,,1,43270267,13,12987608,46,1
2.57E+12,43270267,1,13510402,2,4,1,,1,43270267,13,2635200,46,1
2.57E+12,43270267,12,13510402,2,4,1,,1,43270267,13,12987608,46,1
2.57E+12,43270267,12,13510402,2,4,1,,1,43270267,13,2635200,46,1
2.57E+12,43442575,12,13700829,2,1,1,,1,43442575,17,9299310,26,1
2.57E+12,43413691,12,13530502,2,1,1,,1,43413691,14,9299310,44,1
2.57E+12,43257866,2,13390717,2,4,1,,1,43257866,12,8121660,57,1
2.57E+12,43282350,1,13550113,2,2,1,13,1,43282350,20,9299310,42,1
2.57E+12,43282350,1,13550113,2,2,1,13,1,43282350,20,2635200,42,1
2.57E+12,43282350,12,13550113,2,2,1,,1,43282350,20,9299310,42,1
2.57E+12,43282350,12,13550113,2,2,1,,1,43282350,20,2635200,42,1
2.57E+12,43282350,1,13550113,2,2,1,13,1,43282350,20,9299310,42,1
2.57E+12,43282350,1,13550113,2,2,1,13,1,43282350,20,2635200,42,1
2.57E+12,43282350,12,13550113,2,2,1,,1,43282350,20,9299310,42,1
2.57E+12,43282350,12,13550113,2,2,1,,1,43282350,20,2635200,42,1
2.57E+12,43270333,2,13580201,2,1,1,,1,43270333,17,9299310,39,1
2.57E+12,43270333,2,13580201,2,1,1,,1,43270333,17,3303000,39,1
2.57E+12,43270333,12,13580201,2,1,1,,1,43270333,17,9299310,39,1
2.57E+12,43270333,12,13580201,2,1,1,,1,43270333,17,3303000,39,1
2.57E+12,43284074,2,13480825,2,3,1,,1,43284074,13,9299310,48,1
2.57E+12,43430136,12,13580304,2,2,1,,1,43430136,20,10290512,39,1
2.57E+12,42007701,2,13380104,2,2,1,,1,42007701,12,11112690,59,1
2.57E+12,43265646,1,13520109,2,2,1,13,1,43265646,14,2196000,45,1
2.57E+12,43308019,6,13661108,1,0,1,,1,43308019,17,9299310,30,1
2.57E+12,43262952,2,13450104,2,4,1,,1,43262952,14,8121660,52,1
2.57E+12,28235817,12,13690403,2,2,1,,1,28235817,17,9299310,28,1
2.57E+12,43256492,2,13340101,2,1,2,,1,43256492,12,8121660,63,1
2.57E+12,43425537,2,13690502,2,2,1,,1,43425537,13,9299310,28,1
2.57E+12,43274362,2,13650510,2,3,1,,1,43274362,17,8121660,32,1
2.57E+12,43279791,2,13580630,2,2,1,,1,43279791,,7124250,39,1
2.57E+12,43411770,12,13421221,2,3,1,,1,43411770,17,11284211,54,1
2.57E+12,41306729,12,13610907,2,1,1,,1,41306729,20,10510767,35,1
2.57E+12,43427225,12,13600125,2,2,1,,1,43427225,14,9299310,37,1
2.57E+12,43267885,1,13510310,2,2,1,13,1,43267885,,2196000,46,1
2.57E+12,43267885,1,13510310,2,2,1,13,1,43267885,,2196000,46,1
2.57E+12,43267885,1,13510310,2,3,1,13,1,43267885,,2196000,46,1
2.57E+12,43267885,1,13510310,2,3,1,13,1,43267885,,2196000,46,1
2.57E+12,43267885,1,13510310,2,2,1,13,1,43267885,,2196000,46,1
2.57E+12,43267885,1,13510310,2,2,1,13,1,43267885,,2196000,46,1
2.57E+12,43267885,1,13510310,2,3,1,13,1,43267885,,2196000,46,1
2.57E+12,43267885,1,13510310,2,3,1,13,1,43267885,,2196000,46,1
2.57E+12,43308151,6,13660610,1,0,1,,1,43308151,,11112690,31,1
2.57E+12,43262172,2,13490110,2,3,1,,1,43262172,13,9299310,48,1
2.57E+12,43262172,2,13490110,2,3,1,,1,43262172,13,3303000,48,1
2.57E+12,43262172,2,13490110,2,2,1,,1,43262172,13,9299310,48,1
2.57E+12,43262172,2,13490110,2,2,1,,1,43262172,13,3303000,48,1
2.57E+12,43285731,2,13360506,2,2,1,,1,43285731,12,7124250,61,1
2.57E+12,43285731,2,13360506,2,2,1,,1,43285731,12,4871250,61,1
2.57E+12,43285731,2,13360506,2,1,1,,1,43285731,12,7124250,61,1
2.57E+12,43285731,2,13360506,2,1,1,,1,43285731,12,4871250,61,1
2.57E+12,24820684,1,13480710,2,2,1,13,1,24820684,,2196000,48,1
2.57E+12,43281530,12,13600108,2,1,1,,1,43281530,20,9299310,37,1
2.57E+12,43263384,1,13570127,2,0,1,13,1,43263384,14,2635200,40,1
2.57E+12,43263384,1,13570127,2,0,1,13,1,43263384,14,2196000,40,1
2.57E+12,43263384,2,13570127,2,3,1,,1,43263384,14,2635200,40,1
2.57E+12,43263384,2,13570127,2,3,1,,1,43263384,14,2196000,40,1
2.57E+12,43263384,1,13570127,2,0,1,13,1,43263384,14,2635200,40,1
2.57E+12,43263384,1,13570127,2,0,1,13,1,43263384,14,2196000,40,1
2.57E+12,43263384,2,13570127,2,3,1,,1,43263384,14,2635200,40,1
2.57E+12,43263384,2,13570127,2,3,1,,1,43263384,14,2196000,40,1
2.57E+12,43269751,1,13410511,2,4,2,13,1,43269751,13,11112690,56,1
2.57E+12,43269751,1,13410511,2,4,2,13,1,43269751,13,8121660,56,1
2.57E+12,43269751,1,13410511,2,4,2,13,1,43269751,13,2196000,56,1
2.57E+12,43269751,12,13410511,2,2,1,,1,43269751,13,11112690,56,1
2.57E+12,43269751,12,13410511,2,2,1,,1,43269751,13,8121660,56,1
2.57E+12,43269751,12,13410511,2,2,1,,1,43269751,13,2196000,56,1
2.57E+12,43269751,12,13410511,2,2,1,,1,43269751,13,11112690,56,1
2.57E+12,43269751,12,13410511,2,2,1,,1,43269751,13,8121660,56,1
2.57E+12,43269751,12,13410511,2,2,1,,1,43269751,13,2196000,56,1
2.57E+12,43269751,1,13410511,2,4,2,13,1,43269751,13,11112690,56,1
2.57E+12,43269751,1,13410511,2,4,2,13,1,43269751,13,8121660,56,1
2.57E+12,43269751,1,13410511,2,4,2,13,1,43269751,13,2196000,56,1
2.57E+12,43269751,12,13410511,2,2,1,,1,43269751,13,11112690,56,1
2.57E+12,43269751,12,13410511,2,2,1,,1,43269751,13,8121660,56,1
2.57E+12,43269751,12,13410511,2,2,1,,1,43269751,13,2196000,56,1
2.57E+12,43269751,12,13410511,2,2,1,,1,43269751,13,11112690,56,1
2.57E+12,43269751,12,13410511,2,2,1,,1,43269751,13,8121660,56,1
2.57E+12,43269751,12,13410511,2,2,1,,1,43269751,13,2196000,56,1
2.57E+12,43278809,1,13580501,2,2,2,13,1,43278809,,2196000,39,1
2.57E+12,43917250,1,13540301,2,1,1,13,1,43917250,20,8121660,43,1
2.57E+12,43917250,1,13540301,2,1,1,13,1,43917250,20,2196000,43,1
2.57E+12,43917250,12,13540301,2,0,1,,1,43917250,20,8121660,43,1
2.57E+12,43917250,12,13540301,2,0,1,,1,43917250,20,2196000,43,1
2.57E+12,43283935,2,13590623,1,0,1,,1,43283935,17,9299310,38,1
2.57E+12,43283935,2,13590623,1,0,1,,1,43283935,17,2635200,38,1
2.57E+12,43283935,12,13590623,2,2,1,,1,43283935,17,9299310,38,1
2.57E+12,43283935,12,13590623,2,2,1,,1,43283935,17,2635200,38,1
2.57E+12,43283935,2,13590623,1,0,1,,1,43283935,17,9299310,38,1
2.57E+12,43283935,2,13590623,1,0,1,,1,43283935,17,2635200,38,1
2.57E+12,43283935,12,13590623,2,2,1,,1,43283935,17,9299310,38,1
2.57E+12,43283935,12,13590623,2,2,1,,1,43283935,17,2635200,38,1
2.57E+12,27858709,12,13630605,2,1,1,,1,27858709,14,9299310,34,1
2.57E+12,42406739,2,13590301,2,3,1,,1,42406739,13,8121660,38,1
2.57E+12,43277185,1,13570710,1,0,1,13,1,43277185,17,2635200,37,1
2.57E+12,43277185,1,13570710,1,0,1,13,1,43277185,17,2196000,39,1
2.57E+12,43277185,1,13600410,2,0,1,,1,43277185,17,2635200,37,1
2.57E+12,43277185,1,13600410,2,0,1,,1,43277185,17,2196000,39,1
