REQ_SERIAL,RISUID,reson  bik,tavalod,tahol,ttakafol,basavad-bisavad,RQ_RLDATE,elat-gath,RISUID,edu,mablag,age,label 
2.57E+12,43265454,1,13220110,2,3,2,13,1,43265454,,2196000,75,1
2.57E+12,43262648,1,13471005,2,4,1,13,1,43262648,,2196000,49,1
2.57E+12,43262648,2,13471005,2,4,2,,1,43262648,,2196000,49,1
2.57E+12,41611891,1,13520625,2,2,1,13,1,41611891,,2196000,45,1
2.57E+12,43413671,1,13541114,2,1,1,13,1,43413671,,2196000,42,1
2.57E+12,45730374,1,13581201,1,0,1,13,1,45730374,,2196000,38,1
2.57E+12,43409706,1,13540920,2,2,1,13,1,43409706,,2196000,42,1
2.57E+12,43270504,1,13521109,2,2,1,13,1,43270504,,2635200,44,1
2.57E+12,43373614,1,13560720,2,2,1,,1,43373614,,2196000,40,1
2.57E+12,43422746,1,13570304,2,2,1,,1,43422746,,2635200,40,1
2.57E+12,43267494,1,13430923,2,4,1,13,1,43267494,,3030000,53,1
2.57E+12,43267494,1,13430923,2,4,1,13,1,43267494,,2196000,53,1
2.57E+12,43267494,6,13430923,2,4,1,,1,43267494,,3030000,53,1
2.57E+12,43267494,6,13430923,2,4,1,,1,43267494,,2196000,53,1
2.57E+12,33041373,1,13450126,2,4,1,13,1,33041373,,2196000,52,1
2.57E+12,42103230,1,13590503,2,1,1,13,1,42103230,,2196000,38,1
2.57E+12,43271082,1,13500220,2,4,1,,1,43271082,,2635200,47,1
2.57E+12,43284458,6,13460905,2,2,1,,1,43284458,,3303000,50,1
2.57E+12,43262924,1,13491130,2,3,1,13,1,43262924,,2196000,47,1
2.57E+12,43272705,1,13600115,2,2,1,13,1,43272705,,2196000,37,1
2.57E+12,43271228,1,13600101,2,1,1,13,1,43271228,,2196000,37,1
2.57E+12,43279570,2,13630209,2,1,1,,1,43279570,,3897000,34,1
2.57E+12,43264358,1,13510603,2,3,1,13,1,43264358,,2196000,46,1
2.57E+12,43274577,1,13570503,2,1,1,13,1,43274577,,2196000,40,1
2.57E+12,43267923,1,13571022,1,0,1,13,1,43267923,,2196000,39,1
2.57E+12,43270010,1,13520302,2,2,1,13,1,43270010,,2196000,45,1
2.57E+12,44082565,1,13560220,2,4,1,13,1,44082565,,2635200,41,1
2.57E+12,44082565,1,13560220,2,4,1,13,1,44082565,,2196000,41,1
2.57E+12,44082565,1,13560220,2,4,1,,1,44082565,,2635200,41,1
2.57E+12,44082565,1,13560220,2,4,1,,1,44082565,,2196000,41,1
2.57E+12,43410831,1,13520408,2,1,1,13,1,43410831,,2196000,45,1
2.57E+12,44037610,1,13400101,2,4,2,13,1,44037610,,2196000,57,1
2.57E+12,43269978,1,13580419,1,0,1,13,1,43269978,,2196000,39,1
2.57E+12,28025284,2,13561001,2,4,1,,1,28025284,,3897000,40,1
2.57E+12,41555919,2,13560524,2,1,1,,1,41555919,,7124250,41,1
2.57E+12,43267908,1,13560101,2,3,1,13,1,43267908,,2635200,41,1
2.57E+12,43267908,1,13560101,2,3,1,13,1,43267908,,2196000,41,1
2.57E+12,43267908,1,13560101,2,3,1,13,1,43267908,,2635200,41,1
2.57E+12,43267908,1,13560101,2,3,1,13,1,43267908,,2196000,41,1
2.57E+12,43263019,1,13380902,2,2,1,13,1,43263019,,2196000,58,1
2.57E+12,43266547,2,13521102,2,3,1,,1,43266547,,4871250,44,1
2.57E+12,43266724,1,13210615,2,1,2,,1,43266724,,3030000,76,1
2.57E+12,41629786,1,13550612,1,1,1,13,1,41629786,,2196000,42,1
2.57E+12,43278461,2,13530918,2,4,1,,1,43278461,,3303000,43,1
2.57E+12,43280240,1,13460421,2,3,1,,1,43280240,,3030000,51,1
2.57E+12,43415927,1,13501229,2,2,1,13,1,43415927,,2196000,46,1
2.57E+12,43269266,1,13580105,2,1,1,13,1,43269266,,2196000,39,1
2.57E+12,43275734,1,13470426,2,3,1,13,1,43275734,,2196000,50,1
2.57E+12,24563213,2,13150903,2,2,2,13,1,24563213,,2196000,81,1
2.57E+12,43253403,1,13300620,2,4,2,13,1,43253403,,3303000,67,1
2.57E+12,43253403,1,13300620,2,4,2,13,1,43253403,,2196000,67,1
2.57E+12,43253403,6,13300620,2,4,1,,1,43253403,,3303000,67,1
2.57E+12,43253403,6,13300620,2,4,1,,1,43253403,,2196000,67,1
2.57E+12,42022693,2,13411002,2,3,1,,1,42022693,,3897000,55,1
2.57E+12,43273933,1,13470426,2,2,1,13,1,43273933,,2196000,50,1
2.57E+12,43276378,1,13540101,2,2,1,13,1,43276378,,2196000,43,1
2.57E+12,10376694,1,13470926,2,2,1,13,1,10376694,,2196000,49,1
2.57E+12,43425132,1,13591225,2,1,1,13,1,43425132,,2196000,37,1
2.57E+12,43279000,1,13571101,2,3,1,,1,43279000,,2635200,39,1
2.57E+12,43276861,1,13600630,1,0,1,13,1,43276861,,2196000,37,1
2.57E+12,43272904,1,13570314,2,2,1,13,1,43272904,,2196000,40,1
2.57E+12,43268892,1,13530305,2,2,1,13,1,43268892,,2196000,44,1
2.57E+12,43286168,2,13590631,2,2,1,,1,43286168,,3030000,38,1
2.57E+12,43276404,1,13620502,2,2,1,,1,43276404,,2635200,35,1
2.57E+12,43272272,1,13371220,2,4,2,13,1,43272272,,2196000,59,1
2.57E+12,43267491,2,13480326,2,1,1,,1,43267491,,6089100,49,1
2.57E+12,43266832,1,13550501,2,2,1,13,1,43266832,,2196000,42,1
2.57E+12,43269517,1,13540510,2,2,1,,1,43269517,,3030000,43,1
2.57E+12,43415923,1,13580105,2,4,1,13,1,43415923,,2196000,39,1
2.57E+12,43276650,1,13520701,2,3,1,13,1,43276650,,2635200,45,1
2.57E+12,16053822,1,13380405,2,4,1,13,1,16053822,,2196000,59,1
2.57E+12,36710552,2,13641226,2,2,1,,1,36710552,,8121660,32,1
2.57E+12,43412228,1,13541120,2,1,1,13,1,43412228,,2196000,42,1
2.57E+12,43272704,1,13560620,2,2,1,13,1,43272704,,2196000,41,1
2.57E+12,43269796,2,13610230,2,1,1,,1,43269796,,4871250,36,1
2.57E+12,43275769,1,13320131,2,2,2,13,1,43275769,,2196000,65,1
2.57E+12,43268741,1,13500302,2,3,2,13,1,43268741,,2635200,47,1
2.57E+12,43273350,1,13560215,2,3,2,13,1,43273350,,2635200,41,1
2.57E+12,43418103,1,13401228,2,1,1,13,1,43418103,,2196000,56,1
2.57E+12,43403869,1,13290401,2,4,1,13,1,43403869,,2196000,68,1
2.57E+12,43270920,1,13550601,1,0,1,13,1,43270920,,2196000,42,1
2.57E+12,43257764,1,13450410,2,3,1,13,1,43257764,,2196000,52,1
2.57E+12,43920129,1,13581020,2,0,1,13,1,43920129,,2196000,38,1
2.57E+12,43261373,2,13460305,2,4,1,,1,43261373,,4871250,51,1
2.57E+12,43412903,1,13470608,2,3,1,13,1,43412903,,2196000,50,1
2.57E+12,53683005,1,13090920,2,1,2,13,1,53683005,,2678656,87,1
2.57E+12,43421216,1,13590317,1,0,1,13,1,43421216,,2196000,38,1
2.57E+12,43253604,1,13360404,2,4,1,13,1,43253604,,4871250,61,1
2.57E+12,43253604,1,13360404,2,4,1,13,1,43253604,,2196000,61,1
2.57E+12,43253604,2,13360404,2,4,1,,1,43253604,,4871250,61,1
2.57E+12,43253604,2,13360404,2,4,1,,1,43253604,,2196000,61,1
2.57E+12,43253604,1,13360404,2,4,1,13,1,43253604,,4871250,61,1
2.57E+12,43253604,1,13360404,2,4,1,13,1,43253604,,2196000,61,1
2.57E+12,43253604,2,13360404,2,4,1,,1,43253604,,4871250,61,1
2.57E+12,43253604,2,13360404,2,4,1,,1,43253604,,2196000,61,1
2.57E+12,38466026,12,13620309,1,0,1,13,1,38466026,,2196000,35,1
2.57E+12,43268944,1,13560419,2,1,1,13,1,43268944,,2196000,41,1
2.57E+12,10181145,2,13521110,2,1,1,,1,10181145,,3303000,44,1
2.57E+12,43280801,2,13610512,2,2,1,,1,43280801,,7124250,36,1
2.57E+12,43265345,2,13520603,2,3,1,,1,43265345,,7124250,45,1
2.57E+12,53760759,1,13520910,2,1,1,13,1,53760759,,3673344,44,1
2.57E+12,43414891,2,13610628,1,0,1,,1,43414891,,2635200,36,1
2.57E+12,43282926,2,13530501,2,4,1,,1,43282926,,4871250,44,1
2.57E+12,43409975,1,13461015,2,4,1,13,1,43409975,,2196000,50,1
2.57E+12,43271015,1,13511207,1,0,1,13,1,43271015,,2196000,45,1
2.57E+12,41634508,1,13591101,2,2,1,13,1,41634508,,2196000,37,1
2.57E+12,43282363,1,13640625,2,1,1,,1,43282363,,3030000,33,1
2.57E+12,43275799,1,13481223,2,1,1,,1,43275799,,2635200,48,1
2.57E+12,43258544,6,13420401,2,1,1,,1,43258544,,3897000,55,1
2.57E+12,43414755,1,13560509,2,2,1,13,1,43414755,,2196000,41,1
2.57E+12,43263241,2,13510113,2,4,1,,1,43263241,,9299310,46,1
2.57E+12,43282638,2,13620425,1,0,1,,1,43282638,,3303000,35,1
2.57E+12,43270996,1,13550128,2,2,1,13,1,43270996,,2196000,42,1
2.57E+12,43971713,1,13570210,2,3,1,,1,43971713,,2673203,40,1
2.57E+12,43274520,1,13540107,2,2,1,13,1,43274520,,2196000,43,1
2.57E+12,43263061,1,13410802,2,4,2,13,1,43263061,,2196000,55,1
2.57E+12,43267905,1,13400401,2,4,1,13,1,43267905,,2196000,57,1
2.57E+12,43265790,1,13490801,2,3,1,,1,43265790,,2635200,47,1
2.57E+12,43276022,2,13580626,1,0,1,,1,43276022,,4871250,39,1
2.57E+12,43270880,1,13410703,2,4,2,13,1,43270880,,2196000,55,1
2.57E+12,43350047,1,13400202,2,2,2,13,1,43350047,,2196000,57,1
2.57E+12,43269602,1,13580501,2,1,1,13,1,43269602,,2196000,39,1
2.57E+12,43254610,1,13390229,2,2,1,13,1,43254610,,3897000,58,1
2.57E+12,43254610,1,13390229,2,2,1,13,1,43254610,,2196000,58,1
2.57E+12,43254610,2,13390229,2,4,1,,1,43254610,,3897000,58,1
2.57E+12,43254610,2,13390229,2,4,1,,1,43254610,,2196000,58,1
2.57E+12,43283060,2,13570620,2,2,1,,1,43283060,,2635200,40,1
2.57E+12,43278835,1,13600601,2,2,1,13,1,43278835,,2196000,37,1
2.57E+12,43283463,2,13631213,2,2,1,,1,43283463,,3030000,33,1
2.57E+12,43272642,1,13591214,2,1,1,13,1,43272642,,2196000,37,1
2.57E+12,43287259,2,13550131,2,0,1,,1,43287259,,6089100,42,1
2.57E+12,16056963,1,13460701,2,4,1,13,1,16056963,,2196000,51,1
2.57E+12,43269715,2,13640215,2,1,1,,1,43269715,,3897000,33,1
2.57E+12,43418126,1,13550126,2,1,1,13,1,43418126,,2196000,42,1
2.57E+12,43260265,1,13490810,2,1,2,13,1,43260265,,7124250,47,1
2.57E+12,43260265,1,13490810,2,1,2,13,1,43260265,,2196000,47,1
2.57E+12,43260265,2,13490810,2,1,1,,1,43260265,,7124250,47,1
2.57E+12,43260265,2,13490810,2,1,1,,1,43260265,,2196000,47,1
2.57E+12,43260265,1,13490810,2,1,2,13,1,43260265,,7124250,47,1
2.57E+12,43260265,1,13490810,2,1,2,13,1,43260265,,2196000,47,1
2.57E+12,43260265,2,13490810,2,1,1,,1,43260265,,7124250,47,1
2.57E+12,43260265,2,13490810,2,1,1,,1,43260265,,2196000,47,1
2.57E+12,43274263,1,13191206,1,0,2,13,1,43274263,,2196000,77,1
2.57E+12,43269756,1,13230411,2,3,2,13,1,43269756,,2196000,74,1
2.57E+12,16996869,1,13520119,2,1,1,13,1,16996869,,2196000,45,1
2.57E+12,24807347,1,13251123,2,4,2,13,1,24807347,,2196000,71,1
2.57E+12,43277557,2,13600201,1,0,1,,1,43277557,,3303000,37,1
2.57E+12,43281667,2,13360526,2,2,1,,1,43281667,,7124250,61,1
2.57E+12,43257133,1,13381105,2,3,1,13,1,43257133,,3303000,58,1
2.57E+12,43266878,1,13410702,2,4,1,13,1,43266878,,2196000,56,1
2.57E+12,43371419,2,13520701,2,3,1,,1,43371419,,6089100,45,1
2.57E+12,43277199,1,13550514,1,0,1,13,1,43277199,,2196000,42,1
2.57E+12,62667652,1,13470305,2,2,1,13,1,62667652,,2196000,50,1
2.57E+12,42080670,1,13560601,2,3,1,,1,42080670,,2635200,41,1
2.57E+12,43276107,2,13591101,2,2,1,,1,43276107,,3897000,37,1
2.57E+12,43411261,1,13391007,2,1,2,13,1,43411261,,2196000,57,1
2.57E+12,43285560,12,13620401,2,2,1,,1,43285560,,4871250,35,1
2.57E+12,43270326,1,13541117,2,2,1,13,1,43270326,,2196000,42,1
2.57E+12,44062560,1,13330610,2,4,2,13,1,44062560,,2196000,64,1
2.57E+12,43276362,1,13580728,1,0,1,13,1,43276362,,2196000,38,1
2.57E+12,45300241,1,13410602,2,2,1,13,1,45300241,,2196000,56,1
2.57E+12,43262927,1,13500504,2,2,1,,1,43262927,,2635200,47,1
2.57E+12,43400792,1,13310720,2,4,1,13,1,43400792,,2196000,65,1
2.57E+12,14080286,1,13510612,2,1,1,13,1,14080286,,2196000,46,1
2.57E+12,14080286,1,13510612,2,1,1,13,1,14080286,,2196000,46,1
2.57E+12,14080286,1,13510612,2,2,1,13,1,14080286,,2196000,46,1
2.57E+12,14080286,1,13510612,2,2,1,13,1,14080286,,2196000,46,1
2.57E+12,43258449,1,13461002,2,4,1,13,1,43258449,,2196000,50,1
2.57E+12,43270945,1,13540521,2,3,1,13,1,43270945,,2196000,43,1
2.57E+12,43264421,1,13471229,2,4,1,13,1,43264421,,2196000,49,1
2.57E+12,43252611,1,13250508,2,2,2,13,1,43252611,,2196000,72,1
2.57E+12,43413344,2,13500602,1,0,1,13,1,43413344,,2196000,47,1
2.57E+12,43254312,1,13330605,2,2,2,13,1,43254312,,3030000,64,1
2.57E+12,16562438,1,13260803,2,4,1,13,1,16562438,,2196000,70,1
2.57E+12,43284955,2,13661225,2,0,1,,1,43284955,,3303000,30,1
2.57E+12,43259652,1,13260117,2,1,2,13,1,43259652,,2196000,71,1
2.57E+12,24804313,1,13280115,2,3,2,13,1,24804313,,2196000,69,1
2.57E+12,43280543,2,13640201,2,1,1,,1,43280543,,8121660,33,1
2.57E+12,43275724,1,13610507,1,0,1,13,1,43275724,,2196000,36,1
2.57E+12,19128317,1,13590624,2,1,1,13,1,19128317,,2196000,38,1
2.57E+12,43276042,2,13531107,2,3,1,,1,43276042,,3897000,43,1
2.57E+12,43274858,2,13550301,2,3,1,,1,43274858,,3030000,42,1
2.57E+12,43275012,1,13590701,2,1,1,13,1,43275012,,2196000,38,1
2.57E+12,43412910,1,13570701,2,1,1,13,1,43412910,,2196000,40,1
2.57E+12,43420697,1,13590401,2,1,1,13,1,43420697,,2196000,38,1
2.57E+12,43261365,2,13411205,2,3,1,,1,43261365,,3897000,55,1
2.57E+12,43269997,1,13520301,2,2,2,13,1,43269997,,3030000,45,1
2.57E+12,43269997,1,13520301,2,2,2,13,1,43269997,,2196000,45,1
2.57E+12,43269997,2,13520301,2,2,2,,1,43269997,,3030000,45,1
2.57E+12,43269997,2,13520301,2,2,2,,1,43269997,,2196000,45,1
2.57E+12,43269997,1,13520301,2,2,2,13,1,43269997,,3030000,45,1
2.57E+12,43269997,1,13520301,2,2,2,13,1,43269997,,2196000,45,1
2.57E+12,43269997,2,13520301,2,2,2,,1,43269997,,3030000,45,1
2.57E+12,43269997,2,13520301,2,2,2,,1,43269997,,2196000,45,1
2.57E+12,43266932,1,13570116,2,1,1,13,1,43266932,,2196000,40,1
2.57E+12,43350185,1,13550626,1,0,1,13,1,43350185,,2196000,42,1
2.57E+12,43284996,2,13550101,2,3,1,,1,43284996,,8121660,42,1
2.57E+12,43285152,2,13640617,2,0,1,,1,43285152,,7124250,33,1
2.57E+12,43286772,2,13630611,2,2,1,,1,43286772,,8121660,34,1
2.57E+12,45534547,1,13580601,2,1,1,13,1,45534547,,2196000,39,1
2.57E+12,43279683,2,13610901,2,1,1,,1,43279683,,3897000,35,1
2.57E+12,43273733,1,13590305,2,2,1,13,1,43273733,,2196000,38,1
2.57E+12,43272181,1,13591005,2,1,1,13,1,43272181,,2196000,37,1
2.57E+12,43422704,2,13590902,2,1,1,,1,43422704,,4871250,37,1
2.57E+12,43265678,1,13540120,1,0,1,13,1,43265678,,2196000,43,1
2.57E+12,43265678,1,13540120,1,0,1,13,1,43265678,,2196000,43,1
2.57E+12,43265678,1,13540120,1,0,1,13,1,43265678,,2196000,43,1
2.57E+12,43265678,1,13540120,1,0,1,13,1,43265678,,2196000,43,1
2.57E+12,43277380,1,13580617,2,1,1,13,1,43277380,,2196000,39,1
2.57E+12,43279959,2,13480102,2,4,1,,1,43279959,,3897000,49,1
2.57E+12,43277024,1,13590901,2,2,1,13,1,43277024,,2196000,37,1
2.57E+12,43265196,1,13511220,2,3,1,13,1,43265196,,2196000,45,1
2.57E+12,43267093,1,13540923,1,0,1,13,1,43267093,,2196000,42,1
2.57E+12,43270049,1,13300301,2,3,2,13,1,43270049,,2196000,67,1
2.57E+12,43272085,1,13470810,1,0,1,13,1,43272085,,2196000,49,1
2.57E+12,21031983,1,13390901,2,4,1,13,1,21031983,,2196000,57,1
2.57E+12,43283989,6,13530815,2,2,1,,1,43283989,,4871250,43,1
2.57E+12,43264895,1,13200208,1,0,2,13,1,43264895,,2196000,77,1
2.57E+12,43270249,2,13450310,2,2,1,,1,43270249,,3897000,52,1
2.57E+12,43267618,1,13471210,2,4,1,13,1,43267618,,2196000,49,1
2.57E+12,43274751,1,13550220,2,1,1,,1,43274751,,2635200,42,1
2.57E+12,43264318,1,13490110,2,3,1,13,1,43264318,,2196000,48,1
2.57E+12,43282357,2,13490407,2,4,1,,1,43282357,,3303000,48,1
2.57E+12,43267252,1,13280901,2,1,2,13,1,43267252,,2196000,68,1
2.57E+12,43270217,1,13270805,2,0,2,13,1,43270217,,2635200,69,1
2.57E+12,43270963,1,13580701,1,0,1,13,1,43270963,,2196000,39,1
2.57E+12,43414552,1,13540601,2,1,1,13,1,43414552,,2196000,43,1
2.57E+12,43253988,1,13410201,2,2,1,13,1,43253988,,2196000,56,1
2.57E+12,43267755,1,13591210,2,3,1,13,1,43267755,,2196000,37,1
2.57E+12,43271997,1,13620329,2,1,1,13,1,43271997,,2196000,35,1
2.57E+12,41664812,1,13570901,2,1,1,13,1,41664812,,2196000,39,1
2.57E+12,43422434,1,13640312,1,0,1,13,1,43422434,,2196000,33,1
2.57E+12,43418079,1,13590701,1,0,1,13,1,43418079,,2196000,38,1
2.57E+12,43283256,1,13680721,2,2,1,,1,43283256,,7124250,28,1
2.57E+12,43267611,1,13560501,2,0,1,13,1,43267611,,2196000,41,1
2.57E+12,43260708,1,13470614,2,2,1,13,1,43260708,,2635200,50,1
2.57E+12,43262326,1,13460704,2,4,2,13,1,43262326,,2196000,50,1
2.57E+12,43402149,1,13270319,2,4,2,13,1,43402149,,2196000,70,1
2.57E+12,43285125,2,13621109,2,2,1,,1,43285125,,3303000,34,1
2.57E+12,43285761,2,13691014,1,0,1,,1,43285761,,7124250,27,1
2.57E+12,43256675,1,13370712,2,2,1,13,1,43256675,,2635200,59,1
2.57E+12,43274122,1,13570101,2,2,1,13,1,43274122,,2196000,40,1
2.57E+12,45515794,1,13400816,2,4,1,13,1,45515794,,2196000,56,1
2.57E+12,43278157,1,13630930,1,0,1,13,1,43278157,,2196000,33,1
2.57E+12,43274073,1,13560220,2,2,1,13,1,43274073,,2196000,41,1
2.57E+12,43267930,1,13420213,2,4,1,13,1,43267930,,2635200,55,1
2.57E+12,43269516,1,13470618,2,3,2,13,1,43269516,,2196000,50,1
2.57E+12,43262477,1,13410305,2,2,2,13,1,43262477,,2196000,56,1
2.57E+12,43283415,2,13420102,2,3,1,,1,43283415,,4871250,55,1
2.57E+12,45522987,1,13520103,2,4,2,13,1,45522987,,2196000,45,1
2.57E+12,43277576,2,13540523,2,2,1,,1,43277576,,8121660,43,1
2.57E+12,43257465,2,13310705,2,4,1,,1,43257465,,7124250,65,1
2.57E+12,42507108,2,13360110,2,4,1,,1,42507108,,3303000,61,1
2.57E+12,43285459,1,13640815,2,3,1,,1,43285459,,8121660,32,1
2.57E+12,43271285,1,13571110,1,0,1,13,1,43271285,,2196000,39,1
2.57E+12,43280978,2,13640603,2,1,1,,1,43280978,,3897000,33,1
2.57E+12,43269711,1,13590929,1,0,1,13,1,43269711,,2196000,37,1
2.57E+12,43276064,1,13630630,1,0,1,13,1,43276064,,2196000,34,1
2.57E+12,43265794,2,13510708,2,3,1,,1,43265794,,3030000,45,1
2.57E+12,43283220,1,13651110,2,1,1,13,1,43283220,,2635200,31,1
2.57E+12,43419251,1,13520601,2,3,1,13,1,43419251,,2196000,45,1
2.57E+12,43265964,2,13420601,2,1,1,,1,43265964,,3897000,55,1
2.57E+12,43266788,1,13380919,2,3,1,,1,43266788,,2905737,58,1
2.57E+12,43261943,1,13320615,2,4,2,13,1,43261943,,2196000,65,1
2.57E+12,43274547,1,13620701,1,0,1,13,1,43274547,,2196000,35,1
2.57E+12,43270952,1,13610401,1,0,1,13,1,43270952,,2196000,36,1
2.57E+12,43271136,1,13550810,2,1,1,13,1,43271136,,2196000,41,1
2.57E+12,43371239,1,13580710,2,2,1,13,1,43371239,,2196000,38,1
2.57E+12,43269254,1,13581230,2,1,1,13,1,43269254,,2196000,38,1
2.57E+12,43266582,1,13491102,2,3,1,13,1,43266582,,2196000,47,1
2.57E+12,24816046,1,13490302,2,4,1,13,1,24816046,,2196000,48,1
2.57E+12,43277550,1,13601201,1,0,1,,1,43277550,,2635200,36,1
2.57E+12,43286342,2,13670124,2,2,1,,1,43286342,,3897000,30,1
2.57E+12,43280182,1,13620324,1,0,1,,1,43280182,,2635200,35,1
2.57E+12,43281696,2,13560604,2,2,1,,1,43281696,,3303000,41,1
2.57E+12,43260121,1,13120302,2,2,2,13,1,43260121,,2196000,85,1
2.57E+12,43286490,2,13660610,2,2,1,,1,43286490,,7124250,31,1
2.57E+12,42503997,1,13390327,2,3,1,13,1,42503997,,2196000,58,1
2.57E+12,43282501,2,13501222,2,4,1,,1,43282501,,3897000,46,1
2.57E+12,43269915,1,13370612,2,4,1,13,1,43269915,,2196000,60,1
2.57E+12,45004079,1,13360410,2,3,1,,1,45004079,,3030000,61,1
2.57E+12,43256923,1,13440311,2,3,1,13,1,43256923,,2196000,53,1
2.57E+12,43266211,1,13261001,2,4,2,13,1,43266211,,2196000,70,1
2.57E+12,43268346,1,13480903,2,2,2,13,1,43268346,,2196000,48,1
2.57E+12,43279390,2,13630901,2,4,1,,1,43279390,,4871250,33,1
2.57E+12,43268241,1,13560414,2,1,1,13,1,43268241,,2196000,41,1
2.57E+12,43268241,1,13560414,2,1,1,13,1,43268241,,2196000,41,1
2.57E+12,43268241,1,13560414,2,2,1,13,1,43268241,,2196000,41,1
2.57E+12,43268241,1,13560414,2,2,1,13,1,43268241,,2196000,41,1
2.57E+12,24816865,1,13470624,2,3,2,13,1,24816865,,2196000,50,1
2.57E+12,43267896,1,13320423,2,2,1,13,1,43267896,,2196000,65,1
2.57E+12,43269444,1,13591012,2,1,1,13,1,43269444,,2196000,37,1
2.57E+12,43267569,1,13240704,2,1,2,13,1,43267569,,2196000,72,1
2.57E+12,85065390,1,13550602,2,1,1,13,1,85065390,,2196000,42,1
2.57E+12,43267508,1,13130502,2,1,1,13,1,43267508,,2635200,84,1
2.57E+12,43281451,2,13610301,2,2,1,,1,43281451,,4871250,36,1
2.57E+12,43261241,2,13480215,2,0,1,,1,43261241,,4871250,49,1
2.57E+12,43265672,1,13471010,2,2,1,13,1,43265672,,4871250,49,1
2.57E+12,43265672,1,13471010,2,2,1,13,1,43265672,,2196000,49,1
2.57E+12,43265672,6,13471010,2,3,1,,1,43265672,,4871250,49,1
2.57E+12,43265672,6,13471010,2,3,1,,1,43265672,,2196000,49,1
2.57E+12,43265672,1,13471010,2,2,1,13,1,43265672,,4871250,49,1
2.57E+12,43265672,1,13471010,2,2,1,13,1,43265672,,2196000,49,1
2.57E+12,43265672,6,13471010,2,3,1,,1,43265672,,4871250,49,1
2.57E+12,43265672,6,13471010,2,3,1,,1,43265672,,2196000,49,1
2.57E+12,43257458,2,13350106,2,3,2,,1,43257458,,4871250,62,1
2.57E+12,43415954,1,13430126,2,1,2,13,1,43415954,,2196000,54,1
2.57E+12,43275358,1,13610201,2,2,1,13,1,43275358,,2635200,36,1
2.57E+12,43040845,1,13520215,2,3,1,13,1,43040845,,2196000,45,1
2.57E+12,14080229,1,13540525,2,3,1,,1,14080229,,3030000,43,1
2.57E+12,43267247,1,13390511,2,4,1,13,1,43267247,,2196000,58,1
2.57E+12,43278552,1,13570131,2,1,1,13,1,43278552,,2196000,40,1
2.57E+12,43260255,1,13441209,2,2,1,,1,43260255,,2635200,52,1
2.57E+12,43279490,1,13431012,2,1,1,13,1,43279490,,2196000,53,1
2.57E+12,43270698,1,13581120,2,1,1,13,1,43270698,,2196000,38,1
2.57E+12,43272481,1,13580101,1,0,1,13,1,43272481,,3303000,39,1
2.57E+12,43272481,1,13580101,1,0,1,13,1,43272481,,2196000,39,1
2.57E+12,43272481,1,13580101,1,0,1,13,1,43272481,,2635200,39,1
2.57E+12,43272481,1,13580101,1,0,1,13,1,43272481,,2635200,39,1
2.57E+12,43272481,1,13580101,1,0,1,13,1,43272481,,2196000,39,1
2.57E+12,43272481,1,13580101,1,0,1,,1,43272481,,3303000,39,1
2.57E+12,43272481,1,13580101,1,0,1,,1,43272481,,2196000,39,1
2.57E+12,43272481,1,13580101,1,0,1,,1,43272481,,2635200,39,1
2.57E+12,43272481,1,13580101,1,0,1,,1,43272481,,2635200,39,1
2.57E+12,43272481,1,13580101,1,0,1,,1,43272481,,2196000,39,1
2.57E+12,43272481,6,13580101,1,0,1,,1,43272481,,3303000,39,1
2.57E+12,43272481,6,13580101,1,0,1,,1,43272481,,2196000,39,1
2.57E+12,43272481,6,13580101,1,0,1,,1,43272481,,2635200,39,1
2.57E+12,43272481,6,13580101,1,0,1,,1,43272481,,2635200,39,1
2.57E+12,43272481,6,13580101,1,0,1,,1,43272481,,2196000,39,1
2.57E+12,43272481,6,13580101,1,0,1,,1,43272481,,3303000,39,1
2.57E+12,43272481,6,13580101,1,0,1,,1,43272481,,2196000,39,1
2.57E+12,43272481,6,13580101,1,0,1,,1,43272481,,2635200,39,1
2.57E+12,43272481,6,13580101,1,0,1,,1,43272481,,2635200,39,1
2.57E+12,43272481,6,13580101,1,0,1,,1,43272481,,2196000,39,1
2.57E+12,43272481,2,13580101,1,0,1,,1,43272481,,3303000,39,1
2.57E+12,43272481,2,13580101,1,0,1,,1,43272481,,2196000,39,1
2.57E+12,43272481,2,13580101,1,0,1,,1,43272481,,2635200,39,1
2.57E+12,43272481,2,13580101,1,0,1,,1,43272481,,2635200,39,1
2.57E+12,43272481,2,13580101,1,0,1,,1,43272481,,2196000,39,1
2.57E+12,43275308,1,13540101,1,0,1,13,1,43275308,,2196000,43,1
2.57E+12,43252103,6,13310710,2,1,2,,1,43252103,,2635200,65,1
2.57E+12,43268225,1,13541030,2,1,1,13,1,43268225,,2196000,42,1
2.57E+12,43270778,1,13520602,2,1,1,13,1,43270778,,2196000,45,1
2.57E+12,43415959,1,13570222,1,0,1,13,1,43415959,,2196000,40,1
2.57E+12,24830587,1,13550317,2,3,1,13,1,24830587,,2196000,42,1
2.57E+12,43267944,1,13540605,2,2,1,13,1,43267944,,2196000,43,1
2.57E+12,43271540,1,13571110,2,2,1,,1,43271540,,2635200,39,1
2.57E+12,43268343,1,13571117,1,0,1,13,1,43268343,,2196000,39,1
2.57E+12,43372634,1,13551227,2,3,1,13,1,43372634,,2196000,41,1
2.57E+12,43287294,12,13650616,2,1,1,,1,43287294,,3303000,32,1
