34,1
34,0
34,1
35,1
35,0
35,1
35,0
35,1
35,0
34,0
34,1
34,0
34,1
34,0
34,1
34,0
34,1
34,0
47,1
47,0
48,1
47,1
48,0
47,0
48,1
48,0
48,1
48,0
48,1
48,0
34,1
34,0
48,1
48,0
47,1
48,1
47,0
47,1
48,0
47,0
34,1
34,0
34,1
34,0
35,1
35,0
47,1
47,0
47,1
47,0
47,1
47,0
34,1
34,0
47,1
47,0
47,1
47,0
47,1
47,0
47,1
47,0
34,1
34,0
34,1
34,0
39,1
39,0
39,1
39,0
40,1
39,1
40,0
38,1
38,0
39,0
38,1
38,0
38,1
39,1
41,1
40,1
38,0
39,0
40,0
41,0
41,1
41,0
41,1
41,0
41,1
41,0
41,1
41,0
41,1
41,1
41,0
41,1
41,0
41,1
41,0
41,1
41,0
41,1
41,0
41,1
41,0
41,1
40,1
39,1
38,1
41,0
39,0
40,0
38,0
38,1
38,0
38,1
38,0
38,1
38,0
38,1
38,0
38,1
38,0
47,1
47,0
38,1
39,1
38,0
38,1
39,0
37,1
38,0
29,1
30,1
36,1
29,0
37,0
35,1
30,0
35,0
31,1
36,0
36,1
36,0
31,0
32,1
33,1
35,1
33,0
36,1
32,0
35,0
32,1
36,0
35,1
33,1
35,0
33,0
32,0
32,1
32,0
32,1
33,1
33,0
32,0
32,1
32,0
32,1
35,1
35,0
36,1
30,1
29,1
37,1
36,0
32,0
30,0
29,0
37,0
38,1
38,0
38,1
29,1
37,1
37,0
36,1
38,0
30,1
31,1
29,0
30,0
31,0
32,1
36,0
35,1
33,0
35,0
32,0
33,1
32,1
33,0
33,1
33,0
36,1
32,0
31,1
36,0
36,1
32,1
31,0
35,1
33,1
36,0
35,0
32,0
33,0
33,1
33,0
34,1
35,1
35,0
35,1
34,0
34,1
35,0
35,1
34,0
35,0
35,1
35,0
35,1
32,1
32,0
36,1
35,0
35,1
32,1
36,0
35,0
31,1
32,0
31,0
31,1
36,1
31,0
36,0
31,1
31,0
31,1
36,1
35,1
31,0
32,1
32,0
36,0
34,1
35,0
34,0
34,1
34,0
35,1
34,1
35,0
35,1
33,1
32,1
34,0
33,0
35,0
32,0
36,1
36,0
36,1
30,1
29,1
37,1
30,0
36,0
38,1
29,0
38,0
37,0
38,1
39,1
38,0
38,1
39,0
29,1
37,1
38,0
30,1
36,1
37,0
29,0
32,0
47,1
33,1
35,0
36,0
30,0
35,1
33,0
34,1
47,0
35,0
34,0
34,1
34,0
34,1
34,0
34,1
34,0
34,1
34,0
34,1
34,0
34,1
34,0
34,1
34,0
34,1
47,1
34,0
34,1
34,0
47,0
34,1
47,1
35,1
35,0
34,1
47,0
47,1
34,0
34,1
47,0
34,0
34,1
34,0
34,1
34,0
34,1
34,0
47,1
34,1
47,0
34,0
34,1
34,0
47,1
47,0
34,1
34,0
34,1
34,0
34,1
34,0
34,1
34,0
34,1
34,0
34,1
34,0
34,1
34,0
34,1
34,0
34,1
34,0
34,1
33,1
32,1
34,0
33,0
32,0
32,1
33,1
34,1
33,0
32,0
34,0
34,1
35,1
34,0
35,0
34,1
34,0
34,1
34,0
47,1
47,0
47,1
47,0
34,1
34,0
34,1
34,0
34,1
34,0
34,1
34,0
34,1
34,0
34,1
34,0
34,1
34,0
34,1
34,0
34,1
34,0
34,1
34,0
34,1
34,0
47,1
47,0
34,1
34,1
34,0
34,0
34,1
34,0
34,1
34,0
34,1
34,0
34,1
34,0
35,0
34,1
34,0
34,1
34,0
34,1
34,0
47,1
47,0
47,1
47,0
34,1
34,0
34,1
34,0
34,1
34,0
34,1
34,0
34,1
34,0
34,1
34,0
34,1
34,0
34,1
34,0
34,1
34,0
34,1
34,0
34,1
34,0
34,1
34,0
34,1
34,0
34,1
34,0
34,1
34,0
34,1
34,0
34,1
34,0
34,1
34,0
47,1
34,1
47,0
34,0
34,1
34,0
47,1
34,1
34,0
34,1
34,0
47,0
34,1
34,0
34,1
34,0
34,1
34,0
34,1
34,0
34,1
34,0
34,1
34,0
34,1
34,0
34,1
34,0
34,1
34,0
34,1
34,0
34,1
34,0
34,1
34,0
34,1
34,0
34,1
34,0
34,1
34,0
34,1
34,0
34,1
34,0
34,1
34,0
34,1
34,0
34,1
34,0
34,1
34,0
34,1
34,0
34,1
34,0
34,1
34,0
34,1
34,0
34,1
34,0
34,1
34,0
34,1
34,0
34,1
34,0
34,1
34,0
34,1
34,0
34,1
34,0
34,1
34,0
34,1
34,0
34,1
33,1
32,1
35,1
33,0
30,1
34,0
32,0
35,0
36,1
36,0
29,1
28,1
30,0
27,1
28,0
29,0
27,0
26,1
25,1
26,0
24,1
21,1
19,1
25,0
24,0
18,1
17,1
21,0
19,0
18,0
17,0
17,1
18,1
18,0
15,1
16,1
17,0
15,0
16,0
15,1
16,1
17,1
15,0
16,0
17,0
16,1
16,0
17,1
15,1
16,1
14,1
13,1
16,0
15,0
17,0
14,0
13,0
13,1
13,0
14,1
14,0
14,1
14,0
13,1
14,1
15,1
16,1
14,0
17,1
13,0
15,0
16,0
16,1
15,1
14,1
15,0
13,1
16,0
17,0
14,0
14,1
14,0
13,0
14,1
14,0
47,1
47,0
13,1
13,0
13,1
13,0
13,1
13,0
14,1
14,0
13,1
14,1
14,0
13,0
13,1
13,1
13,0
13,1
14,1
14,0
15,1
16,1
14,1
13,0
15,0
16,0
14,0
17,1
17,1
17,0
16,1
15,1
14,1
15,0
16,0
14,0
13,1
14,1
14,0
13,0
13,1
13,0
13,1
13,0
13,1
47,1
13,0
47,0
13,1
13,0
13,1
13,0
13,1
13,0
13,1
13,0
13,1
14,1
14,0
14,1
13,0
15,1
16,1
14,0
17,1
18,1
15,0
16,0
15,1
16,1
14,1
18,0
17,0
15,0
16,0
14,0
14,1
14,0
14,1
15,1
16,1
14,0
17,1
16,0
15,0
17,0
17,0
17,0
17,0
17,0
17,1
17,0
17,0
17,1
17,0
17,1
17,1
18,1
17,1
17,0
17,1
17,0
17,0
18,0
17,1
17,1
17,0
17,0
17,1
17,0
17,1
18,1
15,1
16,1
14,1
18,0
17,0
16,0
15,0
16,1
15,1
14,0
17,1
15,0
17,0
16,0
16,1
16,0
15,1
16,1
